"Date","Open","High","Low","Close","Volume"
"10/07/2025","6.41","6.41","5.92","6.13","44,377"
"10/06/2025","6.45","6.54","6.21","6.32","55,607"
"10/03/2025","6.01","6.49","5.9788","6.45","78,614"
"10/02/2025","5.71","6.14","5.71","6.05","46,411"
"10/01/2025","5.67","5.8643","5.6","5.74","27,008"
"09/30/2025","5.75","5.8206","5.6367","5.67","96,146"
"09/29/2025","5.77","5.9","5.65","5.8","38,770"
"09/26/2025","5.82","5.96","5.68","5.74","72,768"
"09/25/2025","6","6.02","5.68","5.76","98,206"
"09/24/2025","6.1","6.2946","6.045","6.07","38,823"
"09/23/2025","6.24","6.625","6.07","6.07","44,216"
"09/22/2025","6.11","6.3699","5.81","6.27","68,166"
"09/19/2025","6.2","6.4","6","6.11","73,054"
"09/18/2025","6.14","6.2","6","6","34,362"
"09/17/2025","6.03","6.38","6.03","6.09","41,686"
"09/16/2025","5.95","6.1056","5.925","6.01","31,733"
"09/15/2025","6.18","6.24","5.95","5.95","31,384"
"09/12/2025","6.2","6.29","6.02","6.13","47,816"
"09/11/2025","6.12","6.3199","6.04","6.11","83,675"
"09/10/2025","6.05","6.31","6.05","6.07","39,682"
"09/09/2025","6.07","6.1114","5.93","6.03","49,235"
"09/08/2025","6.35","6.41","6","6.07","66,484"
"09/05/2025","6.45","6.525","6.23","6.26","30,368"
"09/04/2025","6.41","6.565","6.3","6.505","42,786"
"09/03/2025","6.73","6.81","6.32","6.35","58,865"
"09/02/2025","6.43","6.79","6.2792","6.79","31,792"
"08/29/2025","6.63","6.7197","6.37","6.43","18,074"
"08/28/2025","6.6","6.67","6.42","6.62","21,545"
"08/27/2025","6.52","6.76","6.385","6.52","56,556"
"08/26/2025","6.58","6.605","6.39","6.48","41,708"
"08/25/2025","7.03","7.03","6.45","6.55","45,396"
"08/22/2025","6.58","7.2","6.5352","7.04","57,667"
"08/21/2025","6.42","6.68","6.13","6.47","58,069"
"08/20/2025","6.59","6.7428","6.3","6.44","35,149"
"08/19/2025","6.82","7.005","6.35","6.59","81,690"
"08/18/2025","7.03","7.275","6.66","6.81","73,490"
"08/15/2025","6.78","7.16","6.57","7.03","78,755"
"08/14/2025","7","7.19","6.55","6.99","84,413"
"08/13/2025","6.9","7.19","6.67","7.075","125,207"
"08/12/2025","6.77","7.07","6.49","6.75","114,249"
"08/11/2025","7.08","7.08","6","6.41","261,109"
"08/08/2025","8.94","8.94","6.77","6.94","220,165"
"08/07/2025","10.22","10.54","9.8","9.81","54,585"
"08/06/2025","9.62","10.4699","9.617","10.22","27,762"
"08/05/2025","9.73","9.9571","9.3","9.48","15,393"
"08/04/2025","9.51","9.8499","9.33","9.75","41,540"
"08/01/2025","9.72","9.86","9.2578","9.5","41,681"
"07/31/2025","10.17","10.4199","9.91","10.08","23,613"
"07/30/2025","10.06","10.62","9.98","10.34","18,600"
"07/29/2025","10.6","10.6235","9.8","9.97","44,668"
"07/28/2025","11.02","11.02","10.3956","10.68","37,629"
"07/25/2025","11.54","11.54","10.9016","11.02","16,573"
"07/24/2025","11.84","12.2","11.4","11.4","24,326"
"07/23/2025","12","12.2","11.64","11.9","41,168"
"07/22/2025","10.55","12.18","10.55","11.77","79,131"
"07/21/2025","10.46","11.24","10.24","10.41","80,223"
"07/18/2025","11.93","11.93","10.2","10.65","136,155"
"07/17/2025","11.6","12","11.4895","11.96","53,452"
"07/16/2025","11.84","12.22","11.41","11.57","59,653"
"07/15/2025","11.85","12.06","11.28","11.6","26,718"
"07/14/2025","12.16","12.16","11.2901","11.77","31,028"
"07/11/2025","11.77","12.55","11.77","12.15","83,488"
"07/10/2025","11","11.85","10.73","11.73","97,422"
"07/09/2025","10.51","11.2","10.51","11","57,304"
"07/08/2025","10.27","10.72","10.23","10.51","30,224"
"07/07/2025","10.39","10.59","10.1","10.29","29,665"
"07/03/2025","10.63","10.8404","10.15","10.615","34,059"
"07/02/2025","10.93","11.2197","10.44","10.48","25,549"
"07/01/2025","10.2","11.48","10.05","10.95","118,016"
"06/30/2025","10.64","11.42","10.55","10.63","98,176"
"06/27/2025","10.14","10.45","10.0227","10.39","64,583"
"06/26/2025","9.31","10.13","9.31","10.06","37,968"
"06/25/2025","9.51","10.0672","8.53","9.22","154,113"
"06/24/2025","9.9","10.4","9.56","9.57","56,105"
"06/23/2025","10.54","10.54","9.34","9.9","122,563"
"06/20/2025","11.48","11.48","10.3","10.5","73,716"
"06/18/2025","10.89","11.48","10.5514","11.21","85,265"
"06/17/2025","11.01","11.02","10.2","10.87","88,557"
"06/16/2025","11.04","11.68","10.7","11.03","88,152"
"06/13/2025","11.5","11.67","10.5","10.56","126,620"
"06/12/2025","10.62","12.5","10.31","11.82","170,451"
"06/11/2025","12.5","12.6404","10.1","10.54","222,498"
"06/10/2025","10.22","12.85","10.1946","12.29","501,066"
"06/09/2025","8.79","10.23","8.69","10.09","257,330"
"06/06/2025","8.3","8.55","8.12","8.55","87,207"
"06/05/2025","7.9","8.25","7.88","8.18","52,561"
"06/04/2025","7.49","8.1899","7.4111","7.98","67,710"
"06/03/2025","7.16","7.43","6.93","7.42","52,552"
"06/02/2025","6.95","7.22","6.8105","6.985","16,657"
"05/30/2025","7.08","7.1223","6.805","7.05","18,449"
"05/29/2025","7.21","7.3848","6.82","7.08","21,188"
"05/28/2025","7.37","7.37","6.8115","7.16","41,384"
"05/27/2025","6.64","7.36","6.59","7.29","69,632"
"05/23/2025","6.68","6.89","6.43","6.6","15,855"
