Date,Close/Last,Volume,Open,High,Low
10/09/2025,$47.615,1118642,$47.84,$48.355,$47.445
10/08/2025,$47.82,3085218,$46.95,$49.50,$46.1577
10/07/2025,$46.57,900764,$46.92,$47.02,$45.80
10/06/2025,$46.58,2047185,$46.90,$47.3345,$46.335
10/03/2025,$46.71,1779343,$45.98,$47.60,$45.72
10/02/2025,$45.70,1487209,$46.18,$46.44,$45.605
10/01/2025,$45.86,3140452,$46.54,$47.08,$45.83
09/30/2025,$46.70,1615010,$45.91,$46.805,$45.49
09/29/2025,$46.07,3795755,$44.05,$47.22,$44.05
09/26/2025,$43.92,1934354,$42.79,$44.02,$42.7834
09/25/2025,$42.51,1531277,$43.12,$43.59,$42.18
09/24/2025,$43.54,1919111,$44.26,$44.88,$43.16
09/23/2025,$44.205,1547337,$44.18,$44.55,$43.91
09/22/2025,$44.41,2008788,$43.88,$45.23,$43.51
09/19/2025,$43.54,2868241,$45.52,$45.54,$43.40
09/18/2025,$45.22,1765125,$44.20,$45.36,$44.03
09/17/2025,$43.81,2472556,$44.74,$45.305,$43.70
09/16/2025,$44.70,2871283,$46.27,$46.7447,$44.60
09/15/2025,$46.20,1700340,$46.83,$47.21,$45.475
09/12/2025,$46.55,3632257,$46.80,$47.04,$45.1835
09/11/2025,$46.24,4747033,$42.90,$46.86,$42.42
09/10/2025,$40.45,1789098,$40.92,$41.08,$39.73
09/09/2025,$40.94,1444911,$41.23,$41.60,$40.44
09/08/2025,$41.06,1794875,$40.30,$41.42,$40.2507
09/05/2025,$40.50,1706109,$39.73,$41.11,$39.175
09/04/2025,$38.95,1745303,$39.58,$39.715,$38.49
09/03/2025,$39.77,1794256,$39.55,$40.98,$39.435
09/02/2025,$39.53,2524744,$37.97,$40.12,$37.88
08/29/2025,$37.97,1943407,$38.32,$38.6924,$37.56
08/28/2025,$38.325,2069806,$37.96,$39.54,$37.715
08/27/2025,$38.04,2352081,$37.21,$38.25,$35.6369
08/26/2025,$37.275,2376508,$35.71,$37.40,$35.62
08/25/2025,$35.67,1510813,$36.92,$37.155,$35.64
08/22/2025,$37.01,1091787,$36.63,$37.91,$36.465
08/21/2025,$36.48,1955436,$35.99,$36.55,$35.42
08/20/2025,$36.16,1277120,$36.42,$36.74,$35.715
08/19/2025,$36.54,1999737,$36.76,$36.77,$36.27
08/18/2025,$36.45,1958131,$36.49,$37.89,$36.41
08/15/2025,$36.32,1391929,$36.84,$36.8401,$35.82
08/14/2025,$36.02,2807778,$35.65,$36.25,$35.22
08/13/2025,$36.07,2412059,$35.30,$36.24,$34.88
08/12/2025,$35.26,2516990,$34.82,$35.60,$34.21
08/11/2025,$34.70,1524533,$34.88,$35.18,$34.14
08/08/2025,$35.00,3790295,$35.00,$35.93,$34.31
08/07/2025,$34.95,3793906,$34.18,$36.16,$34.00
08/06/2025,$36.67,1767686,$37.96,$38.33,$36.39
08/05/2025,$38.39,1793618,$37.00,$38.60,$36.54
08/04/2025,$37.18,842415,$36.68,$37.26,$36.20
08/01/2025,$36.63,985086,$37.00,$37.31,$36.44
07/31/2025,$37.27,1326303,$36.84,$38.10,$36.765
07/30/2025,$37.015,1870880,$37.41,$38.02,$36.65
07/29/2025,$37.01,1364818,$37.50,$37.77,$36.60
07/28/2025,$37.26,1390830,$38.05,$38.45,$37.205
07/25/2025,$37.905,1233558,$37.22,$38.245,$36.66
07/24/2025,$37.22,1980264,$37.53,$37.80,$37.155
07/23/2025,$37.53,1296409,$38.70,$38.78,$37.17
07/22/2025,$38.27,1227571,$38.44,$39.25,$38.06
07/21/2025,$38.42,1671675,$38.48,$39.55,$38.255
07/18/2025,$38.30,2141511,$39.41,$39.62,$38.26
07/17/2025,$39.05,1488011,$38.34,$39.11,$38.34
07/16/2025,$38.40,1244505,$38.11,$39.06,$38.11
07/15/2025,$37.81,1574760,$39.45,$39.45,$37.72
07/14/2025,$38.37,1020791,$38.05,$38.94,$37.965
07/11/2025,$38.02,1402330,$38.26,$38.47,$37.85
07/10/2025,$38.50,1521104,$38.72,$38.97,$37.675
07/09/2025,$38.52,2536330,$36.86,$38.75,$36.63
07/08/2025,$36.44,1596297,$36.74,$37.07,$36.37
07/07/2025,$36.67,1593223,$37.66,$37.88,$36.53
07/03/2025,$37.87,1106610,$37.25,$38.03,$37.17
07/02/2025,$37.19,1848959,$36.92,$37.90,$36.65
07/01/2025,$36.89,3874150,$36.85,$38.175,$36.71
06/30/2025,$36.79,2674577,$37.86,$37.86,$36.61
06/27/2025,$36.91,26439070,$37.52,$37.995,$36.76
06/26/2025,$37.48,2069170,$38.56,$38.835,$36.99
06/25/2025,$38.41,2988047,$40.17,$40.235,$38.19
06/24/2025,$40.03,3092255,$38.45,$40.70,$37.00
06/23/2025,$40.04,1754108,$39.42,$40.65,$39.37
06/20/2025,$39.66,2510171,$39.99,$40.25,$39.00
06/18/2025,$39.93,3021832,$39.14,$40.11,$38.57
06/17/2025,$39.14,1643896,$39.50,$40.57,$39.14
06/16/2025,$39.77,1627639,$40.57,$40.68,$39.47
06/13/2025,$40.59,1114941,$40.46,$40.94,$39.95
06/12/2025,$41.11,1331886,$40.46,$41.41,$39.8701
06/11/2025,$40.79,1020538,$42.24,$42.4003,$40.70
06/10/2025,$41.98,1255891,$41.13,$42.29,$40.58
06/09/2025,$40.58,1010717,$41.59,$41.59,$40.56
06/06/2025,$41.09,1272887,$40.83,$41.94,$40.15
06/05/2025,$40.20,1286214,$40.50,$40.71,$39.80
06/04/2025,$40.38,1468987,$40.50,$41.21,$39.84
06/03/2025,$40.58,2060290,$40.65,$41.215,$40.21
06/02/2025,$40.65,2668698,$39.51,$41.45,$39.51
05/30/2025,$39.40,2622713,$38.92,$40.19,$37.95
05/29/2025,$39.085,1811446,$37.90,$39.205,$37.22
05/28/2025,$37.73,2270828,$37.05,$39.03,$36.78
05/27/2025,$36.975,3755638,$40.00,$40.00,$36.53
05/23/2025,$39.77,1399413,$37.85,$39.87,$37.70
05/22/2025,$38.80,1133772,$38.63,$39.05,$38.24
05/21/2025,$38.74,1561196,$39.85,$40.32,$38.29
05/20/2025,$40.47,1044494,$39.78,$40.83,$39.55
05/19/2025,$39.93,946964,$39.41,$40.27,$38.70
05/16/2025,$39.54,2130663,$39.37,$40.046,$38.92
05/15/2025,$39.44,899317,$39.74,$39.975,$39.035
05/14/2025,$39.48,1326326,$39.70,$40.68,$39.04
05/13/2025,$39.95,1546611,$42.06,$42.07,$39.92
05/12/2025,$41.88,1759702,$41.42,$42.60,$41.07
05/09/2025,$40.42,1621977,$41.91,$42.245,$40.19
05/08/2025,$41.91,6591376,$40.77,$43.67,$40.54
05/07/2025,$37.66,2363708,$37.89,$38.045,$36.80
05/06/2025,$37.44,3089366,$39.33,$39.60,$36.36
05/05/2025,$39.795,1249743,$41.24,$41.24,$39.75
05/02/2025,$40.72,1733989,$41.26,$41.80,$40.70
05/01/2025,$40.64,1555469,$40.40,$41.125,$39.54
