Date,Open,High,Low,Close,Volume
8/13/25,47.02,48.46,46.80,47.01,2348490
8/12/25,45.21,47.86,45.00,46.83,3339703
8/11/25,45.70,46.35,43.17,43.37,3095190
8/8/25,41.41,44.85,41.00,44.34,3516881
8/7/25,42.00,42.35,40.53,40.69,2207177
8/6/25,42.72,43.00,41.62,42.10,1553817
8/5/25,42.53,43.40,41.37,41.93,1422854
8/4/25,42.11,42.54,41.60,42.51,1540021
8/1/25,42.18,42.23,40.10,41.33,1661854
7/31/25,43.73,44.62,42.24,42.92,1849227
7/30/25,42.07,43.47,42.07,43.39,1334943
7/29/25,42.26,43.19,41.68,42.93,1202614
7/28/25,43.08,43.24,41.57,41.89,851340
7/25/25,42.48,42.61,41.50,42.48,869251
7/24/25,43.08,43.50,42.03,42.06,1347075
7/23/25,41.06,43.65,41.06,43.00,2220752
7/22/25,41.51,41.98,40.89,41.36,1846748
7/21/25,41.73,42.28,40.55,41.61,2174337
7/18/25,41.54,42.29,40.84,42.19,1678588
7/17/25,41.40,42.26,41.04,41.52,2290156
7/16/25,42.76,42.96,40.30,41.36,2338581
7/15/25,42.80,43.45,42.52,42.72,2398479
7/14/25,44.63,44.85,41.46,42.48,5487262
7/11/25,46.29,47.42,45.82,46.09,1242124
7/10/25,47.37,47.75,46.62,46.95,1734293
7/9/25,46.12,47.09,45.98,46.20,1575255
7/8/25,46.12,47.25,45.61,46.17,2347199
7/7/25,47.14,47.24,45.09,45.22,2446306
7/3/25,46.10,47.32,45.89,46.41,1441594
7/2/25,44.52,46.24,44.17,46.21,3509698
7/1/25,45.70,45.92,44.30,44.96,2893363
6/30/25,47.23,47.34,45.33,45.35,3034611
6/27/25,47.23,47.74,46.19,47.15,3623954
6/26/25,49.60,49.82,47.07,47.44,3449772
6/25/25,47.34,48.16,47.05,47.25,2357851
6/24/25,47.18,48.75,46.71,47.34,1740873
6/23/25,46.36,48.25,45.80,46.95,1791644
6/20/25,46.98,48.21,44.76,46.58,4762719
6/18/25,45.00,47.43,44.86,46.62,3351375
6/17/25,44.23,44.56,43.54,44.09,2914975
6/16/25,43.37,44.85,42.56,44.21,2901801
6/13/25,41.00,42.83,40.78,42.50,2755907
6/12/25,39.67,41.83,39.44,41.30,2052013
6/11/25,42.38,43.23,39.89,40.23,3892079
6/10/25,41.79,42.66,40.75,41.59,4056328
6/9/25,40.27,42.24,39.55,41.82,10990270
6/6/25,39.73,40.16,38.53,39.15,10955550
6/5/25,39.38,40.45,37.33,39.12,5461035
6/4/25,38.64,40.27,38.35,39.82,1860543
6/3/25,37.45,39.24,36.87,38.64,1294047
6/2/25,37.54,37.88,36.21,37.33,1620967
5/30/25,38.19,38.45,36.68,37.69,5499582
5/29/25,39.04,39.23,37.69,38.60,1501867
5/28/25,38.40,38.91,37.80,38.58,1055785
5/27/25,37.95,38.62,37.50,38.18,1411060
5/23/25,36.25,37.57,35.79,37.28,1232929
5/22/25,38.40,39.28,37.77,37.84,1764945
5/21/25,40.04,40.48,38.35,38.60,1816174
5/20/25,38.78,41.11,38.45,40.18,1756398
5/19/25,39.33,39.50,38.53,38.78,1765367
5/16/25,40.52,41.00,39.93,40.44,2132479
5/15/25,41.17,41.86,39.75,40.54,1931046
5/14/25,42.00,43.43,41.01,41.93,1828442
5/13/25,41.85,43.80,41.30,42.00,2186713
5/12/25,41.14,42.24,40.00,41.27,5374655
5/9/25,37.96,38.79,37.28,37.74,2039220
5/8/25,34.97,37.76,33.13,36.66,4969006
5/7/25,34.00,35.56,33.38,34.97,3640752
5/6/25,34.02,34.43,33.46,33.83,1707584
5/5/25,33.83,35.23,33.53,34.61,1993778
5/2/25,33.11,35.41,33.05,34.40,2193700
5/1/25,32.48,34.19,32.48,32.59,1910345
