"Date","Open","High","Low","Close","Volume"
"02/17/2026","228.1","229.335","221.09","225.32","2,629,418"
"02/13/2026","223.83","233.63","222.88","231.22","2,752,943"
"02/12/2026","232.6","235.19","216.01","223.49","5,413,610"
"02/11/2026","234.12","239.8","229.52","232.59","2,622,461"
"02/10/2026","242.68","247.12","241.16","243.58","2,324,268"
"02/09/2026","238.86","243.085","236.43","242.53","1,524,693"
"02/06/2026","239.65","242.44","234","240.4","2,139,901"
"02/05/2026","245.84","246.79","236.78","238.06","3,414,216"
"02/04/2026","238.76","249.85","236.22","243.41","2,728,465"
"02/03/2026","250.01","251.64","238.95","240.79","3,540,404"
"02/02/2026","259.61","259.66","253.75","255.57","1,622,136"
"01/30/2026","253.585","255.67","250.95","252.87","1,739,341"
"01/29/2026","260","260.4651","247.2","255.68","3,642,124"
"01/28/2026","268.51","271.12","266.605","268.33","1,268,078"
"01/27/2026","271.2","272.05","264.5879","268.09","1,458,702"
"01/26/2026","270.41","274.2499","269.76","272.34","1,804,347"
"01/23/2026","269.41","271.285","266.87","270","1,493,407"
"01/22/2026","268.71","271.44","263.045","269.77","3,157,384"
"01/21/2026","253.87","257.49","253.34","257.44","2,342,632"
"01/20/2026","261.54","262.49","252.55","253.87","2,671,169"
"01/16/2026","262.72","266.4","260.7225","265.69","3,839,421"
"01/15/2026","262.23","264.0799","259.76","262.26","1,773,912"
"01/14/2026","268.95","271.01","259.27","261.28","2,221,446"
"01/13/2026","277.5","279.34","266.7732","270.63","2,170,982"
"01/12/2026","275.91","279.32","274.0201","277.89","1,204,693"
"01/09/2026","276.8","278.45","273.8","276.02","1,820,914"
"01/08/2026","291","292.05","273.8","276.58","2,778,308"
"01/07/2026","294.73","296.8","293.04","293.79","987,829"
"01/06/2026","288.51","294.24","287.52","293.17","1,264,640"
"01/05/2026","288.04","293.1","286.63","288.66","1,463,866"
"01/02/2026","296","296.06","282.51","286.73","1,317,734"
"12/31/2025","298.62","299.07","295.85","296.01","749,198"
"12/30/2025","299.53","301.66","299.06","299.54","627,770"
"12/29/2025","299.08","303.1","299.08","301.23","657,024"
"12/26/2025","298.42","300.72","298.34","300.71","439,324"
"12/24/2025","297.67","298.65","296.51","298.21","320,820"
"12/23/2025","298.86","300.38","295.605","297.58","1,128,450"
"12/22/2025","301.38","303.7935","299.365","300.47","1,412,174"
"12/19/2025","299.92","301.58","297.9","300.08","3,311,291"
"12/18/2025","294.645","300.03","293.77","299.24","1,960,433"
"12/17/2025","294.13","298.303","292.05","292.97","1,390,861"
"12/16/2025","294.31","296.22","291.8762","293.98","1,482,515"
"12/15/2025","299.21","301.47","292.38","294.31","2,281,065"
"12/12/2025","302.48","302.48","296.33","297.64","1,425,199"
"12/11/2025","299.93","305","298.2017","300.925","1,534,488"
"12/10/2025","299.46","304.69","297.52","300.1","1,792,998"
"12/09/2025","301.07","303.65","299.53","300.75","1,393,896"
"12/08/2025","307.6","309.22","298.63","301.39","1,667,883"
"12/05/2025","306","307.8253","304.3","306.74","1,558,849"
"12/04/2025","307.8","309.295","303.77","305.85","1,458,262"
"12/03/2025","308.76","312.62","305.48","307.24","1,346,745"
"12/02/2025","306.06","310.84","305.31","310.25","1,625,716"
"12/01/2025","301.165","307.37","300.315","305.12","1,464,791"
"11/28/2025","300.29","304","299.4215","303.34","912,380"
"11/26/2025","313.97","320","299.13","301.38","4,686,436"
"11/25/2025","290.28","297.67","287.08","294.43","2,336,449"
"11/24/2025","291.35","292.8","288.95","289.85","3,027,949"
"11/21/2025","288.69","293.13","286.32","290.8","1,359,411"
"11/20/2025","295.26","296.9","286.43","286.945","1,212,496"
"11/19/2025","291.6","293.805","290.09","291.19","1,359,257"
"11/18/2025","292.865","294.35","289.06","292.23","1,526,322"
"11/17/2025","299.53","299.53","290.89","291.96","1,081,362"
"11/14/2025","295.81","301.3","292.57","299.39","1,049,790"
"11/13/2025","300.5","301.79","296.37","297.17","1,123,054"
"11/12/2025","301.55","303.2","300.3","301.74","1,191,188"
"11/11/2025","299.17","302.43","297.9545","301.86","855,608"
"11/10/2025","297.4","299.55","293.06","298.72","1,194,442"
"11/07/2025","294.6","297.47","293.5101","297.18","950,645"
"11/06/2025","299.46","299.9","293.72","294.86","1,165,922"
"11/05/2025","301.23","302.44","299.32","300.96","1,251,060"
"11/04/2025","302.26","304.13","299.17","300.86","1,301,029"
"11/03/2025","302.99","304.8825","299.4","303.64","1,079,374"
"10/31/2025","300.42","302.695","297.92","301.34","1,076,836"
"10/30/2025","295.25","303.57","295.25","300.77","1,527,835"
"10/29/2025","306.53","307","296.02","297.08","1,682,473"
"10/28/2025","312.87","315","310.73","311.08","919,448"
"10/27/2025","313.35","314.1689","311.134","313.53","938,161"
"10/24/2025","313.01","314.51","311.15","312.88","953,311"
"10/23/2025","304","310.1","304","309.84","1,006,935"
"10/22/2025","309.82","311.28","305.12","308.15","1,471,746"
"10/21/2025","307.95","311.47","306.975","310.57","710,356"
"10/20/2025","305","308.08","304.32","307.95","885,207"
"10/17/2025","299.32","305.26","298.91","303.66","2,202,107"
"10/16/2025","307.76","308.91","298.8","299.82","1,066,453"
"10/15/2025","308.65","310","303.18","305.08","992,934"
"10/14/2025","304.58","308.46","303.11","306.59","1,338,585"
"10/13/2025","303.63","308.7","302.6569","307.97","982,664"
"10/10/2025","309.08","312.29","302.43","303.5","1,480,604"
"10/09/2025","310.5","312.9313","305.81","310.32","1,357,055"
"10/08/2025","315","315.82","309.16","311.41","1,429,719"
"10/07/2025","323.11","324","309.57","314.19","1,468,959"
"10/06/2025","322","326.2","320.13","323.43","1,569,013"
"10/03/2025","320.15","321.57","318.0979","318.9","971,928"
"10/02/2025","314.825","321.57","314.36","320.91","1,367,021"
"10/01/2025","318.79","320.54","311.63","315.73","1,786,969"
"09/30/2025","322.23","322.23","314.84","317.67","1,159,904"
"09/29/2025","325","326.11","320.94","322.03","1,162,086"
"09/26/2025","320.17","323.44","319.385","322.88","850,783"
"09/25/2025","322.47","322.97","319.16","320.17","1,057,835"
"09/24/2025","325.49","326.35","322.45","323.52","1,102,604"
"09/23/2025","323.45","325.16","322.01","324.86","1,417,899"
"09/22/2025","321.39","326.47","318.67","324.39","1,696,100"
"09/19/2025","325.03","326.54","320.85","322.67","3,364,367"
"09/18/2025","321.73","326.71","319.82","323.04","1,883,635"
"09/17/2025","319.56","322.68","317.4","319.28","1,758,546"
"09/16/2025","320.88","321.02","316.17","318.51","1,171,854"
"09/15/2025","318.71","321.47","318.505","321.07","1,034,053"
"09/12/2025","324.54","324.63","318.76","319.045","1,077,476"
"09/11/2025","325.24","326.4999","323.14","324.52","1,484,094"
"09/10/2025","325.37","325.5","321.97","323.8","1,323,719"
"09/09/2025","326.69","326.87","323.17","325.19","1,271,595"
"09/08/2025","326.88","329.09","324.42","326.79","1,794,042"
"09/05/2025","322.64","326.85","320.48","326.37","1,632,170"
"09/04/2025","318.575","320","312.6","319.93","1,422,089"
"09/03/2025","320.3","324.37","314.3801","317.51","1,943,176"
"09/02/2025","313.02","319.47","312.645","319.16","2,665,431"
"08/29/2025","318","326.45","307.26","314.7","4,904,604"
"08/28/2025","288.66","294.49","287.785","288.49","4,151,634"
"08/27/2025","283.46","286.57","283.2","285.95","1,389,281"
"08/26/2025","285.34","286.67","281.75","282.45","1,922,290"
"08/25/2025","290.39","291.225","284.305","285.34","1,180,346"
"08/22/2025","286.5","291.3","285.28","290.23","1,116,927"
"08/21/2025","286.53","287.425","285.17","286.06","1,184,561"
"08/20/2025","289.89","290.05","286.725","288.63","1,058,383"
"08/19/2025","290.375","294.19","289.17","289.24","1,170,433"
"08/18/2025","287.185","290.3","286.665","289.655","936,455"
"08/15/2025","285.06","288.53","284.245","286.73","1,149,627"
"08/14/2025","286.07","287.08","282.665","283.75","1,412,053"
