Date,Open,High,Low,Close,Volume
10/29/25,184.70,193.12,184.50,189.27,2589072
10/28/25,182.26,184.98,173.80,183.04,2597271
10/27/25,182.63,186.32,180.92,182.54,1909546
10/24/25,175.83,181.05,175.59,179.05,1851416
10/23/25,164.48,173.84,164.13,172.58,2242312
10/22/25,170.44,173.47,159.56,164.48,3091089
10/21/25,172.81,174.08,169.11,169.71,2083714
10/20/25,173.63,177.79,171.95,173.12,2011113
10/17/25,169.48,173.06,165.08,170.95,1965779
10/16/25,170.43,176.88,170.05,170.78,2615934
10/15/25,168.99,172.92,166.89,168.71,2401762
10/14/25,161.55,167.28,159.01,164.82,1738638
10/13/25,164.00,167.34,160.10,164.78,2884671
10/10/25,165.24,165.24,153.27,155.94,3059253
10/9/25,158.13,164.02,157.16,163.61,2365981
10/8/25,152.70,159.85,152.55,159.66,1981300
10/7/25,154.00,155.20,147.36,151.48,2718482
10/6/25,152.68,159.43,151.64,153.25,3005677
10/3/25,153.55,154.02,150.27,151.45,1762382
10/2/25,153.23,153.61,148.02,152.66,2280349
10/1/25,144.24,151.89,143.19,151.72,3107595
9/30/25,144.52,146.53,143.76,145.67,2088155
9/29/25,145.81,146.51,143.00,144.12,2318615
9/26/25,140.24,143.79,138.12,141.93,3796081
9/25/25,134.51,137.61,133.67,137.17,2808129
9/24/25,139.38,140.21,136.04,138.42,2367329
9/23/25,139.85,141.43,138.13,139.48,2846229
9/22/25,138.06,139.44,136.33,139.31,2613193
9/19/25,137.71,138.96,136.07,138.37,3153562
9/18/25,138.70,139.74,137.45,138.04,2048119
9/17/25,139.55,139.55,132.93,136.38,3196798
9/16/25,136.39,137.64,133.94,137.48,2906967
9/15/25,132.00,138.35,131.45,135.90,3375837
9/12/25,132.22,133.28,130.13,131.28,2778218
9/11/25,131.00,134.31,130.00,132.50,3381503
9/10/25,123.81,131.40,123.65,129.86,3432065
9/9/25,119.00,122.27,117.94,122.19,2132139
9/8/25,118.45,120.18,117.02,119.00,2593260
9/5/25,115.86,117.06,113.66,116.69,4410394
9/4/25,115.00,122.00,110.90,116.92,11296480
9/3/25,93.74,95.21,92.46,94.82,5741194
9/2/25,92.68,93.61,90.00,93.59,2702432
8/29/25,97.25,97.55,93.47,93.97,2230701
8/28/25,93.00,98.88,92.87,97.89,2790447
8/27/25,91.43,94.04,91.43,92.74,1657631
8/26/25,91.09,92.52,90.65,91.49,1187162
8/25/25,90.12,91.12,89.41,90.74,1663773
8/22/25,87.54,90.45,87.25,89.81,1971325
8/21/25,86.34,87.63,86.00,87.36,1496080
8/20/25,87.87,88.00,84.41,86.64,1889743
8/19/25,91.01,91.37,88.45,88.77,1593822
8/18/25,90.46,92.21,90.10,91.93,1077649
8/15/25,90.94,91.70,89.52,90.87,1478835
8/14/25,92.88,93.40,89.09,91.42,2612707
8/13/25,97.00,98.19,94.08,94.66,1547894
8/12/25,93.58,96.56,93.50,96.40,1488541
8/11/25,94.75,95.71,93.16,93.38,1409376
8/8/25,96.00,96.43,94.63,95.06,2021378
8/7/25,95.07,95.80,93.44,95.18,1216389
8/6/25,92.61,94.34,91.65,94.31,1363498
8/5/25,93.02,93.12,90.47,91.49,1470727
8/4/25,89.42,92.90,88.65,92.67,1434312
8/1/25,90.16,90.68,87.30,88.63,2151943
7/31/25,94.01,95.51,92.79,92.84,1980277
7/30/25,91.40,93.01,91.17,92.95,1426233
7/29/25,92.00,93.48,90.81,91.07,2215518
7/28/25,88.75,90.76,88.25,90.55,1136530
7/25/25,87.68,88.92,86.84,88.60,1116062
7/24/25,87.01,87.67,86.38,87.19,1708775
7/23/25,84.95,87.29,84.38,86.75,1503625
7/22/25,85.75,85.77,83.20,84.36,1680304
7/21/25,84.50,85.88,83.40,85.47,1162854
7/18/25,85.13,85.63,84.33,84.98,1784662
7/17/25,84.65,85.40,83.90,84.81,1760606
7/16/25,82.87,84.44,80.83,84.12,2534212
7/15/25,82.57,83.21,81.38,82.61,3086079
7/14/25,77.48,81.47,76.89,81.42,3647286
7/11/25,77.98,78.29,77.10,77.75,1638173
7/10/25,79.74,79.74,77.40,78.45,2332698
7/9/25,79.21,79.88,78.29,79.33,1330316
7/8/25,77.25,79.88,77.11,78.66,3457846
7/7/25,80.81,81.27,79.41,80.13,1591007
7/3/25,79.76,81.84,79.76,81.38,1082538
7/2/25,79.16,80.07,78.09,79.52,3045227
7/1/25,80.50,81.36,79.07,80.11,2042655
6/30/25,82.94,83.28,81.25,81.33,1822869
6/27/25,81.93,82.41,80.70,82.12,3397430
6/26/25,80.06,82.45,79.79,81.51,3138911
6/25/25,79.75,80.24,78.35,79.43,1821743
6/24/25,77.00,79.87,76.06,79.35,2945273
6/23/25,73.96,75.72,73.55,75.44,2061647
6/20/25,74.43,75.56,73.96,74.53,2813684
6/18/25,74.14,74.75,73.23,73.82,1496917
6/17/25,73.02,74.55,72.96,73.45,1566453
6/16/25,72.60,74.93,72.56,73.76,1854400
6/13/25,72.72,73.67,71.72,72.16,1845237
6/12/25,71.52,74.20,71.52,74.13,2160924
6/11/25,72.95,73.25,71.52,72.22,2769232
6/10/25,72.73,73.10,70.85,72.44,3878773
6/9/25,73.03,74.62,71.70,72.46,3397530
6/6/25,73.88,74.44,71.75,72.72,3207199
6/5/25,76.85,79.51,70.77,73.05,11621310
6/4/25,84.67,86.21,83.24,83.89,4094893
6/3/25,82.42,83.34,81.05,83.26,2690754
6/2/25,80.15,81.75,79.27,81.75,2591345
5/30/25,80.14,80.67,78.45,80.06,2302904
5/29/25,83.19,83.40,81.44,81.55,1122030
5/28/25,82.65,83.05,81.86,82.70,1301109
5/27/25,83.13,83.49,81.67,82.35,1354091
5/23/25,78.01,80.53,77.14,80.22,705328
5/22/25,80.18,81.25,79.67,80.12,929164
5/21/25,79.93,82.21,79.60,79.92,1249013
5/20/25,80.90,81.09,80.26,81.05,761586
5/19/25,79.50,81.34,79.00,80.99,761832
5/16/25,80.08,81.30,79.45,81.24,1271816
5/15/25,78.67,80.56,78.46,79.80,1405950
5/14/25,80.98,81.48,78.84,79.53,1876317
5/13/25,79.05,81.41,78.63,80.59,1438609
5/12/25,78.58,79.67,77.16,79.01,1514686
5/9/25,75.38,75.81,73.71,74.74,882241
5/8/25,74.47,75.68,73.69,74.78,1581285
5/7/25,72.63,73.85,71.90,73.34,1710880
5/6/25,70.90,73.11,70.67,72.66,1158903
5/5/25,71.68,73.93,71.30,72.91,1375564
5/2/25,72.23,73.85,72.23,72.85,1854237
5/1/25,69.50,72.73,69.06,71.43,3039417
